,objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture,primaryImage
2260,437941,Lake Nemi and Genzano from the Terrace of the Capuchin Monastery,Richard Wilson,ca. 1756–57,"British, Welsh",Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169563.jpg
2261,437942,"The Empress Eugénie (Eugénie de Montijo, 1826–1920, Condesa de Teba)",Franz Xaver Winterhalter,1854,German,Germany,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10159.jpg
2262,437943,"Countess Alexander Nikolaevitch Lamsdorff (Maria Ivanovna Beck, 1835–1866)",Franz Xaver Winterhalter,1859,German,Germany,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2553.jpg
2263,437944,Florinda,Franz Xaver Winterhalter,1853,German,Germany,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP159188.jpg
2264,437953,A Man and a Woman on Horseback,Philips Wouwerman,ca. 1653–54,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143205.jpg
2265,437956,Kitchen Scene,Peter Wtewael,1620s,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146469.jpg
2266,437957,Saint Lucy,Francesco Zaganelli (Francesco di Bosio),Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep30.95.292.bw.R.jpg
2267,437964,"Frieda Schiff (1876–1958), Later Mrs. Felix M. Warburg",Anders Zorn,1894,Swedish,Sweden,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP160821.jpg
2268,437965,Edward R. Bacon (1846–1915),Anders Zorn,1897,Swedish,Sweden,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT239221.jpg
2269,437966,"Mrs. Walter Rathbone Bacon (Virginia Purdy Barker, 1862–1919)",Anders Zorn,1897,Swedish,Sweden,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT400.jpg
2270,437967,"Mrs. John Crosby Brown (Mary Elizabeth Adams, 1842–1918)",Anders Zorn,ca. 1900,Swedish,Sweden,1900's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14178-001.jpg
2271,437968,Landscape with Peasants at a Fountain,Francesco Zuccarelli,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22306-001.jpg
2272,437969,Battle between Christians and Muslims at El Sotillo,Francisco de Zurbarán,ca. 1637–39,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20747-001.jpg
2273,437970,Saint Benedict,Francisco de Zurbarán,ca. 1640–45,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10251.jpg
2274,437971,The Young Virgin,Francisco de Zurbarán,ca. 1632–33,Spanish,Spain,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT17.jpg
2275,437973,"Ponte San Rocco and Waterfalls, Tivoli",François Marius Granet,ca. 1810–20,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23367-001.jpg
2276,437974,Scene in the Jewish Quarter of Constantine,Théodore Chassériau,1851,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1038.jpg
2277,437975,Sunset after a Storm on the Coast of Sicily,Andreas Achenbach,1853,German,Germany,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT12075.jpg
2278,437977,The Last Communion of Saint Mary of Egypt,Marcantonio Franceschini,1680,Italian,Italy,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT3970.jpg
2279,437978,Christ Presented to the People (Ecce Homo),Sodoma (Giovanni Antonio Bazzi),ca. 1540–49,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4034.jpg
2280,437979,Ship by Moonlight,Ivan Konstantinovich Aivazovsky,Unknown time period,Russian,Russia,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23290-001.jpg
2281,437980,Cypresses,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP130999.jpg
2282,437983,A Roman Landscape with Figures,Goffredo Wals,probably 1630s,German,Germany,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP293064.jpg
2283,437984,"La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin, 1851–1930)",Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19279-001.jpg
2284,437985,Pansies,Henri Fantin-Latour,1903,French,France,1900's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17401-001.jpg
2285,437986,The Denial of Saint Peter,Caravaggio (Michelangelo Merisi),1610,Italian,Italy,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-12413-001.jpg
2286,437987,"On the Beach, Dieppe",Eugène Boudin,1864,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT11491.jpg
2287,437988,Princess Pauline Metternich (1836–1921) on the Beach,Eugène Boudin,ca. 1865–67,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4425.jpg
2288,437989,Dish of Apples,Paul Cézanne,ca. 1876–77,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1939.jpg
2289,437990,Seated Peasant,Paul Cézanne,ca. 1892–96,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1944.jpg
2290,437991,The Curious Little Girl,Camille Corot,1860–64,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2016.jpg
2291,437995,Roses in a Bowl,Henri Fantin-Latour,1883,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10260.jpg
2292,437996,Roses and Lilies,Henri Fantin-Latour,1888,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT9200.jpg
2293,437997,Asters and Fruit on a Table,Henri Fantin-Latour,1868,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT9199.jpg
2294,437998,Olive Trees,Vincent van Gogh,1889,Dutch,Netherlands,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1946.jpg
2295,437999,Still Life with Teapot and Fruit,Paul Gauguin,1896,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1027.jpg
2296,438000,Three Tahitian Women,Paul Gauguin,1896,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1954.jpg
2297,438001,Two Women,Paul Gauguin,1901 or 1902,French,France,1900's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1953.jpg
2298,438002,"Madame Manet (Suzanne Leenhoff, 1829–1906) at Bellevue",Edouard Manet,1880,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4224.jpg
2299,438009,"The Pink Dress (Albertie-Marguerite Carré, later Madame Ferdinand-Henri Himmes, 1854–1935)",Berthe Morisot,ca. 1870,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1927.jpg
2300,438010,Nini in the Garden (Nini Lopez),Auguste Renoir,1876,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1874.jpg
2301,438011,"Eugène Murer (Hyacinthe-Eugène Meunier, 1841–1906)",Auguste Renoir,1877,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1882.jpg
2302,438012,Bouquet of Chrysanthemums,Auguste Renoir,1881,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1877.jpg
2303,438013,Reclining Nude,Auguste Renoir,1883,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14976-001.jpg
2304,438014,"The Daughters of Catulle Mendès, Huguette (1871–1964), Claudine (1876–1937), and Helyonne (1879–1955)",Auguste Renoir,1888,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1879.jpg
2305,438015,"Gray Weather, Grande Jatte",Georges Seurat,ca. 1886–88,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1945.jpg
2306,438016,The Streetwalker,Henri de Toulouse-Lautrec,ca. 1890–91,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10262.jpg
2307,438018,Woman before a Mirror,Henri de Toulouse-Lautrec,1897,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1923.jpg
2308,438020,Saint Julian,Taddeo Gaddi,1340s,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4166.jpg
2309,438021,The Mystic Marriage of Saint Catherine of Siena,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-16826-001.jpg
2310,438022,Saint Catherine of Siena Exchanging Her Heart with Christ,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-16827-001.jpg
2311,438023,The Antechamber of the Sala del Maggior Consiglio,Francesco Guardi,ca. 1765–68,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4167.jpg
2312,438024,The Ridotto Pubblico at Palazzo Dandolo,Francesco Guardi,ca. 1765–68,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162310.jpg
2313,438025,The Holy Family with Saint John the Baptist,Nicolas Poussin,ca. 1627,French,France,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20213-001.jpg
2314,438026,The Chariot of Aurora,Giovanni Battista Tiepolo,1760s,Italian,Italy,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4170.jpg
2315,438030,Valley of the River Loire,Jules Dupré,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP652.jpg
2316,438031,Summer Flowers,Henri Fantin-Latour,1880,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4204.jpg
2317,438032,"Study for ""Portrait of an Indian""",Anne Louis Girodet-Trioson,ca. 1807,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP135221.jpg
2318,438033,Jean-Louis-André-Théodore Gericault (1791–1824),Horace Vernet,probably 1822 or 1823,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4276.jpg
2319,438098,Tea,James Tissot,1872,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1925.jpg
2320,438099,"The Public Viewing David’s ""Coronation"" at the Louvre",Louis Léopold Boilly,1810,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP270310.jpg
2321,438100,"The Grand Canal, Venice, Looking South toward the Rialto Bridge",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman16.jpg
2322,438101,"Campo Santa Maria Zobenigo, Venice",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT274230.jpg
2323,438102,"The Grand Canal, Venice, Looking Southeast, with the Campo della Carità to the Right",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman18.jpg
2324,438103,"Campo Sant'Angelo, Venice",Canaletto (Giovanni Antonio Canal),1730s,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19650-001.jpg
2325,438105,"A Lock, a Column, and a Church beside a Lagoon",Canaletto (Giovanni Antonio Canal),Unknown time period,unavailable,Unknown country,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman20.jpg
2326,438106,Warwick Castle,Canaletto (Giovanni Antonio Canal),1748,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman21.jpg
2327,438107,Desdemona (The Song of the Willow),Théodore Chassériau,1849,unavailable,Unknown country,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18259-001.jpg
2328,438110,Rebecca and the Wounded Ivanhoe,Eugène Delacroix,1823,unavailable,Unknown country,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19652-001.jpg
2329,438112,Queen Henrietta Maria,Anthony van Dyck,1636,unavailable,Unknown country,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18371-001.jpg
2330,438113,Horsewoman,Théodore Gericault,1820 or later,unavailable,Unknown country,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman93.jpg
2331,438116,"The Villa Loredan, Paese",Francesco Guardi,early 1780s,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman24.jpg
2332,438117,"The Island of San Michele, Venice",Francesco Guardi,1770s,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman23.jpg
2333,438118,A Huntsman and a Peasant Woman by the Isar River with a View of Munich,Wilhelm von Kobell,1823,unavailable,Unknown country,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/SFvonKobellHuntsman.jpg
2334,438123,A Man Leaning on a Parapet,Georges Seurat,ca. 1881,unavailable,Unknown country,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18528-001.jpg
2335,438126,The Garter,Jean François de Troy,1724,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2675.jpg
2336,438127,The Declaration of Love,Jean François de Troy,ca. 1724,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19651-001.jpg
2337,438129,The Meeting of Antony and Cleopatra,Giovanni Battista Tiepolo,ca. 1745–47,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT293615.jpg
2338,438130,The Departure of the Gondola,Giovanni Domenico Tiepolo,mid-1760s,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT209325.jpg
2339,438132,Julie Le Brun (1780–1819) Looking in a Mirror,Elisabeth Louise Vigée Le Brun,1787,unavailable,Unknown country,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2934.jpg
2340,438134,Saint Catherine of Alexandria in Prison,Paolo Veronese (Paolo Caliari),ca. 1580–85,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18296-035.jpg
2341,438136,The Fishermen (Fantastic Scene),Paul Cézanne,ca. 1875,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2157.jpg
2342,438144,"The ""Kearsarge"" at Boulogne",Edouard Manet,1864,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT204991.jpg
2343,438156,Young Woman with Ibis,Edgar Degas,1857-58; reworked 1860-62,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP212152.jpg
2344,438159,An Eruption of Vesuvius,Johan Christian Dahl,1824,unavailable,Unknown country,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP155336.jpg
2345,438338,The Burial of Christ,Annibale Carracci,1595,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP312834.jpg
2346,438373,A Winter Landscape with Ice Skaters and an Imaginary Castle,Christoffel van den Berghe,ca. 1615–20,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120412.jpg
2347,438374,A Beach with Fishing Boats,Jan van Goyen,probably 1653,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120413.jpg
